id,status,age,sex,region,area,house_income,ind_income
5831,Retained,51,0,3,1,2300,800
5826,Retained,72,1,3,1,1620,835
5830,Retained,58,0,3,1,2000,0
5833,Retained,73,0,3,1,2851,890
5836,Retained,88,0,3,1,1576,788
5840,Retained,81,0,3,1,1188,1188
5828,Retained,75,0,3,1,788,0
5827,Retained,70,1,3,1,17600,10300
5832,Retained,77,0,3,1,650,650
5839,Retained,59,1,3,1,4580,1500
5834,Retained,54,0,3,1,42,0
5838,Retained,59,0,3,1,2269,788
5829,Retained,52,1,3,1,2380,1100
4707,Retained,52,0,3,1,3700,2900
4833,Retained,51,1,3,1,1050,1050
209,Retained,52,1,1,1,1880,600
188,Retained,55,1,1,1,3000,3000
187,Retained,56,0,1,1,1380,1380
263,Retained,50,1,1,1,3860,2100
5835,Retained,85,1,3,1,4580,880
5837,Retained,50,1,3,1,880,0
5813,Retained,58,1,3,1,2008,1220
5823,Retained,59,0,3,1,1788,0
5825,Retained,72,1,3,1,7040,3300
5821,Retained,50,0,3,1,788,0
5819,Retained,70,1,3,1,3376,2576
5817,Retained,80,0,3,1,2612,782
5811,Retained,64,0,3,1,2390,790
5812,Retained,75,1,3,1,2490,1390
5822,Retained,80,0,3,1,788,788
5824,Retained,78,0,3,1,2642,835
5816,Retained,65,1,3,1,3500,3500
5815,Retained,69,0,3,1,3376,0
986,Retained,54,1,2,2,236,0
5820,Retained,71,0,3,1,2757,788
5814,Retained,52,0,3,1,2612,0
994,Retained,54,0,2,2,1910,150
5818,Retained,83,1,3,1,2642,788
5773,Retained,60,0,3,1,2588,1708
5760,Retained,57,0,3,1,0,0
5768,Retained,76,0,3,1,4563,880
5769,Retained,78,0,3,1,80,80
5767,Retained,68,0,3,1,3041,980
5763,Retained,65,0,3,1,854,460
5766,Retained,53,0,3,1,4061,0
5771,Retained,65,0,3,1,4565,1300
5770,Retained,71,0,3,1,3034,880
5761,Retained,53,1,3,1,1760,880
5762,Retained,71,0,3,1,3764,784
5759,Retained,50,0,3,1,2285,300
7093,Retained,54,1,3,1,1000,0
7098,Retained,57,1,3,1,1500,500
5772,Retained,63,0,3,1,4060,1860
5764,Retained,80,0,3,1,1576,788
623,Retained,53,0,1,1,1800,1800
5263,Retained,50,0,3,1,1000,0
5765,Retained,65,0,3,1,3034,880
275,Retained,56,0,1,2,3030,880
115,Retained,55,1,1,2,2160,600
5747,Retained,56,1,3,1,2194,1800
5752,Retained,55,0,3,1,5120,780
5751,Retained,51,1,3,1,2785,940
5754,Retained,54,0,3,1,2600,2600
5755,Retained,61,0,3,1,4903,780
5744,Retained,55,0,3,1,450,450
5757,Retained,56,0,3,1,2757,0
5756,Retained,60,0,3,1,8780,780
5753,Retained,75,1,3,1,780,780
5750,Retained,70,1,3,1,2168,1168
5748,Retained,64,0,3,1,3288,788
5745,Retained,57,0,3,1,1580,0
6879,Retained,74,0,3,1,2900,2900
6872,Retained,73,1,3,1,1840,1000
5758,Retained,61,0,3,1,5120,780
5743,Retained,51,0,3,1,2194,394
5746,Retained,56,0,3,1,2785,1058
5749,Retained,50,1,3,1,2785,787
5742,Retained,65,1,3,1,3288,2500
5722,Retained,69,1,3,1,3268,788
5725,Retained,51,0,3,1,4300,1500
5717,Retained,59,1,3,1,3600,2800
5713,Retained,58,0,3,1,0,0
5718,Retained,51,0,3,1,3800,1300
5716,Retained,67,0,3,1,788,0
5719,Retained,56,0,3,1,3302,788
5714,Retained,56,0,3,1,700,700
5721,Retained,64,0,3,1,3859,1571
5726,Retained,53,0,3,1,300,300
5720,Retained,54,0,3,1,1354,960
5715,Retained,59,0,3,1,5600,0
5724,Retained,62,0,3,1,1560,780
5727,Retained,66,0,3,1,1477,700
5723,Retained,63,1,3,1,5600,3100
5688,Retained,70,1,3,1,8697,2788
5689,Retained,67,0,3,1,3850,3850
5694,Retained,76,0,3,1,2288,788
5697,Retained,65,0,3,1,3500,3500
5681,Retained,76,0,3,1,6788,1088
5684,Retained,60,0,3,1,2000,0
5692,Retained,73,0,3,1,788,788
5693,Retained,61,1,3,1,16480,12600
5685,Retained,51,0,3,1,3160,880
5682,Retained,58,1,3,1,9100,1800
5683,Retained,61,0,3,1,5815,0
5691,Retained,62,1,3,1,1900,1900
5554,Retained,65,1,3,1,5121,0
5561,Retained,77,1,3,1,15788,12000
5696,Retained,60,0,3,1,2188,0
5686,Retained,53,0,3,1,3200,1200
153,Retained,57,0,1,1,2390,0
5690,Retained,63,0,3,1,2188,788
208,Retained,60,1,1,1,7292,7150
283,Retained,53,0,1,1,1802,350
5687,Retained,62,0,3,1,16480,880
5672,Retained,56,0,3,1,1450,320
5675,Retained,65,1,3,1,2248,788
5674,Retained,51,0,3,1,4700,4000
5671,Retained,69,1,3,1,9000,7000
5677,Retained,60,0,3,1,6500,2000
4798,Retained,55,1,3,1,1268,968
5668,Retained,70,0,3,1,1500,0
5679,Retained,79,1,3,1,3133,1164
5678,Retained,62,0,3,1,0,0
5670,Retained,66,0,3,1,8000,8000
5669,Retained,52,0,3,1,6697,1576
5673,Retained,80,0,3,1,2996,1548
5680,Retained,75,0,3,1,2996,1448
267,Retained,53,1,1,2,2405,1100
5667,Retained,77,1,3,1,788,0
5676,Retained,62,0,3,1,2248,0
5665,Retained,66,0,3,1,2357,1180
5662,Retained,82,0,3,1,2870,770
5660,Retained,63,1,3,1,1300,1300
5664,Retained,64,0,3,1,1182,0
5656,Retained,61,0,3,1,4720,1600
5659,Retained,67,1,3,1,1182,1182
5657,Retained,51,0,3,1,1616,0
5655,Retained,57,0,3,1,788,788
5658,Retained,57,0,3,1,1182,394
5666,Retained,69,1,3,1,3000,0
6343,Retained,58,0,3,1,4360,3160
6341,Retained,74,0,3,1,800,800
5661,Retained,70,0,3,1,1238,450
5663,Retained,77,1,3,1,3150,900
5628,Retained,60,0,3,1,2100,920
5630,Retained,80,0,3,1,22576,788
5637,Retained,79,0,3,1,22576,6000
183,Retained,53,1,1,1,2032,1880
5627,Retained,60,0,3,1,1266,820
5629,Retained,52,1,3,1,5468,2500
5632,Retained,60,0,3,1,4063,788
5631,Retained,57,0,3,1,700,300
5640,Retained,58,0,3,1,2100,380
5635,Retained,76,1,3,1,22576,15000
5634,Retained,86,0,3,1,6280,780
5633,Retained,77,1,3,1,9435,3100
5626,Retained,67,1,3,1,1700,1700
4723,Retained,59,1,3,1,3700,3700
5642,Retained,82,1,3,1,4388,3600
5641,Retained,56,1,3,1,2800,1800
5636,Retained,62,0,3,1,8788,6788
5639,Retained,79,0,3,1,1482,1088
5638,Retained,57,0,3,1,3353,2265
5622,Retained,75,0,3,1,1588,788
5614,Retained,57,0,3,1,6900,4100
5623,Retained,58,0,3,1,940,120
5615,Retained,63,0,3,1,2058,1270
5620,Retained,58,1,3,1,1280,500
5619,Retained,55,1,3,1,4287,4287
5618,Retained,84,0,3,1,1500,1000
5616,Retained,64,0,3,1,3100,1100
5624,Retained,54,1,3,1,0,0
5612,Retained,66,0,3,1,780,780
5617,Retained,51,1,3,1,1500,1500
5613,Retained,83,0,3,1,780,780
5621,Retained,69,1,3,1,1488,1488
5625,Retained,65,1,3,1,1500,0
5567,Retained,57,0,3,1,2013,0
5575,Retained,66,1,3,1,5489,2220
5570,Retained,50,0,3,1,0,1005
5572,Retained,66,0,3,1,2170,1500
5562,Retained,81,0,3,1,1288,788
5571,Retained,75,0,3,1,1948,788
5574,Retained,56,0,3,1,1088,1088
5566,Retained,93,0,3,1,2476,788
5569,Retained,54,0,3,1,1032,100
5564,Retained,67,0,3,1,938,938
5573,Retained,78,1,3,1,4961,780
5577,Retained,69,0,3,1,3440,2640
5568,Retained,71,1,3,1,882,882
1009,Retained,55,1,2,2,1760,0
5127,Retained,74,1,3,1,1300,1300
5576,Retained,59,0,3,1,1181,0
5563,Retained,59,1,3,1,3440,800
5565,Retained,59,1,3,1,2013,2013
1000,Retained,59,1,2,2,3060,1300
5559,Retained,64,0,3,1,31153,31153
5557,Retained,61,1,3,1,11000,0
5552,Retained,74,0,3,1,29000,8000
5560,Retained,65,0,3,1,5300,2500
5553,Retained,63,0,3,1,5300,5300
5558,Retained,75,0,3,1,15000,15000
5555,Retained,68,1,3,1,12000,12000
5695,Retained,55,0,3,1,1900,0
5551,Retained,70,1,3,1,5300,2800
5556,Retained,62,0,3,1,11000,11000
4077,Retained,56,0,3,1,780,0
4111,Retained,51,0,3,1,740,0
4074,Retained,64,0,3,1,1500,1500
4081,Retained,54,1,3,1,2502,1320
4149,Retained,67,0,3,1,2150,1200
4171,Retained,65,0,3,1,788,788
4159,Retained,80,1,3,1,1508,720
4085,Retained,58,0,3,1,3457,700
4113,Retained,51,0,3,1,613,0
4154,Retained,66,0,3,2,1498,600
4164,Retained,62,1,3,1,2284,778
4122,Retained,87,0,3,1,700,700
4125,Retained,58,0,3,1,1763,0
6223,Retained,85,0,3,1,2088,1300
4098,Retained,51,0,3,1,2514,938
4174,Retained,78,1,3,1,834,784
4160,Retained,59,0,3,1,2788,0
4139,Retained,57,0,3,1,2088,1300
4069,Retained,73,0,3,1,788,788
4072,Retained,54,0,3,1,1200,1200
4134,Retained,65,0,3,1,788,788
4163,Retained,52,1,3,1,300,300
4141,Retained,78,0,3,1,4500,2750
4173,Retained,63,1,3,1,3560,2000
4094,Retained,53,0,3,1,788,0
4090,Retained,79,0,3,1,1200,0
4067,Retained,81,1,3,1,1200,0
4128,Retained,77,0,3,2,3248,820
6218,Retained,58,0,3,1,2350,1500
6224,Retained,58,0,3,1,1500,1500
4124,Retained,79,1,3,1,1888,788
4130,Retained,57,1,3,1,908,788
4161,Retained,55,0,3,1,788,0
4112,Retained,71,0,3,1,788,788
4142,Retained,79,1,3,1,1576,788
4156,Retained,68,1,3,1,1576,788
4079,Retained,59,1,3,1,1200,1200
4131,Retained,85,0,3,1,3000,1500
4086,Retained,51,1,3,1,2400,1200
4136,Retained,60,0,3,1,3700,3700
4148,Retained,55,1,3,1,1988,0
6217,Retained,59,0,3,1,6788,0
4120,Retained,71,0,3,1,1576,788
6231,Retained,60,0,3,1,3630,3500
4146,Retained,76,1,3,2,3248,820
4082,Retained,65,0,3,1,1576,788
4121,Retained,62,1,3,1,3700,0
6214,Retained,85,1,3,1,8548,1050
4119,Retained,58,1,3,1,903,788
4137,Retained,56,0,3,1,720,720
4132,Retained,60,0,3,1,230,200
4117,Retained,65,1,3,1,800,800
4166,Retained,68,0,3,1,788,788
4155,Retained,79,0,3,1,540,540
4127,Retained,69,0,3,1,5633,788
4118,Retained,91,1,3,1,1588,800
4096,Retained,70,1,3,1,780,780
4115,Retained,50,1,3,1,2792,1100
6269,Retained,52,0,3,1,23944,21744
6266,Retained,63,0,3,1,2200,600
6271,Retained,62,0,3,1,1200,0
4129,Retained,79,0,3,1,1588,788
6267,Retained,80,0,3,1,3697,2010
4162,Retained,62,0,3,1,900,0
4114,Retained,71,0,3,1,1060,1060
4104,Retained,62,0,3,1,788,788
4091,Retained,52,1,3,1,1647,1200
4151,Retained,75,0,3,1,1576,788
4152,Retained,86,0,3,1,1788,1788
4083,Retained,55,1,3,1,1288,0
4170,Retained,67,0,3,1,1850,1850
4108,Retained,65,0,3,1,3000,1500
4103,Retained,74,1,3,1,1576,788
4107,Retained,71,1,3,1,1568,780
4133,Retained,70,0,3,1,1458,1288
4066,Retained,82,1,3,1,1576,788
9036,Retained,53,1,5,1,4000,2000
6215,Retained,67,0,3,1,3988,2000
4153,Retained,78,0,3,1,1330,930
4080,Retained,59,0,3,1,1114,1114
4087,Retained,62,0,3,1,2050,0
4158,Retained,76,0,3,1,2348,788
4172,Retained,50,1,3,1,300,788
4071,Retained,76,0,3,1,1288,500
4126,Retained,68,0,3,1,788,788
4110,Retained,82,0,3,1,1578,778
4065,Retained,60,1,3,1,1900,1900
4105,Retained,72,1,3,1,2351,775
4073,Retained,91,1,3,1,1452,780
4150,Retained,76,0,3,1,1360,788
6219,Retained,81,1,3,1,1988,1200
4089,Retained,82,0,3,1,1876,788
6222,Retained,74,0,3,1,1608,788
4140,Retained,60,0,3,1,1900,0
6230,Retained,56,0,3,1,6000,0
4169,Retained,62,0,3,1,1220,600
4101,Retained,72,0,3,1,1970,788
4145,Retained,80,1,3,1,1576,788
4095,Retained,70,0,3,1,2048,788
4168,Retained,75,1,3,1,1440,720
4147,Retained,66,0,3,1,1218,818
4075,Retained,62,0,3,1,1440,60
4102,Retained,63,0,3,1,830,150
4099,Retained,74,0,3,1,1576,788
4100,Retained,57,0,3,1,1300,600
8332,Retained,63,1,4,1,14442,14062
4165,Retained,51,0,3,2,900,788
4076,Retained,72,0,3,2,1576,788
8339,Retained,52,0,4,1,1181,0
4144,Retained,70,0,3,1,1582,842
4157,Retained,52,1,3,1,1330,0
8903,Retained,55,1,5,1,3600,3600
8901,Retained,58,1,5,1,7560,5880
4093,Retained,54,0,3,2,2368,1580
4116,Retained,69,1,3,1,733,733
4078,Retained,56,0,3,2,1550,780
4070,Retained,72,1,3,2,1400,700
4123,Retained,63,0,3,2,1200,600
4106,Retained,70,0,3,2,1576,788
4088,Retained,60,0,3,2,1576,788
4167,Retained,71,0,3,1,788,0
4097,Retained,64,1,3,2,1580,1580
4135,Retained,73,0,3,2,3248,820
4175,Retained,74,0,3,2,1590,1590
4092,Retained,68,0,3,2,788,788
6216,Retained,63,0,3,1,8188,1988
4138,Retained,74,0,3,1,1560,1560
4109,Retained,69,0,3,2,1200,1200
4143,Retained,57,1,3,1,1171,994
4068,Retained,70,1,3,1,1576,788
4084,Retained,72,1,3,1,788,0
6228,Retained,59,1,3,1,2800,2000
6232,Retained,53,0,3,1,1800,1000
6221,Retained,55,0,3,1,1000,1000
4046,Retained,61,0,3,1,3000,3000
4035,Retained,59,0,3,1,3200,3200
3972,Retained,58,0,3,1,2576,788
4036,Retained,50,0,3,1,2400,0
4044,Retained,56,0,3,1,1576,1576
3968,Retained,54,0,3,1,1600,0
4008,Retained,70,1,3,1,1570,1290
4052,Retained,72,0,3,1,1576,788
4002,Retained,61,0,3,1,875,0
3977,Retained,64,0,3,1,1570,280
8895,Retained,65,1,5,1,880,0
8991,Retained,52,1,5,1,1200,1200
8898,Retained,59,1,5,1,2100,900
3954,Retained,57,0,3,1,788,0
3958,Retained,81,0,3,1,1576,1576
3975,Retained,96,0,3,1,2600,2000
4061,Retained,73,0,3,1,2688,0
3956,Retained,57,0,3,1,2364,788
3984,Retained,67,1,3,1,788,0
3953,Retained,57,0,3,1,800,0
4045,Retained,73,0,3,1,788,788
4041,Retained,61,0,3,1,4600,800
4004,Retained,65,1,3,1,1388,788
4029,Retained,81,0,3,1,6015,1576
3978,Retained,57,0,3,1,1576,788
4032,Retained,61,0,3,1,888,788
3988,Retained,70,0,3,1,2700,1500
1821,Retained,54,1,2,1,5300,1500
3987,Retained,64,0,3,1,788,788
3971,Retained,84,0,3,1,2364,1576
4051,Retained,68,1,3,1,4600,1600
3995,Retained,56,0,3,1,4857,2100
3966,Retained,58,1,3,1,988,988
3991,Retained,69,0,3,1,1576,788
4016,Retained,50,0,3,1,4333,788
3979,Retained,65,0,3,1,3669,0
3960,Retained,65,1,3,1,5369,1200
3964,Retained,61,0,3,1,3200,1900
3989,Retained,50,0,3,1,1576,152
3963,Retained,51,0,3,1,1500,1500
4027,Retained,54,0,3,1,5700,2700
4059,Retained,51,0,3,1,3500,1500
3974,Retained,87,0,3,1,2288,788
3961,Retained,50,0,3,1,4183,1600
4001,Retained,58,0,3,1,5369,2200
4033,Retained,67,1,3,1,3669,1119
3973,Retained,59,1,3,1,5700,0
4005,Retained,70,0,3,1,2989,608
4009,Retained,54,0,3,1,4336,788
3969,Retained,51,0,3,1,12500,3000
4038,Retained,54,0,3,1,1194,394
4031,Retained,52,0,3,1,1438,300
3959,Retained,72,0,3,1,1576,788
4024,Retained,53,1,3,1,10000,7200
4064,Retained,62,1,3,1,7300,5600
4054,Retained,79,0,3,1,1600,900
3957,Retained,82,0,3,1,988,788
3990,Retained,67,0,3,1,788,788
4053,Retained,95,0,3,1,1608,788
4034,Retained,59,0,3,1,981,0
4058,Retained,64,0,3,1,6030,230
4050,Retained,54,0,3,1,7300,1700
4037,Retained,62,1,3,1,981,0
3981,Retained,57,1,3,1,981,0
8930,Retained,51,1,5,1,800,800
8908,Retained,51,0,5,1,8000,0
8982,Retained,52,0,5,1,1105,0
3983,Retained,56,0,3,1,10520,3795
4007,Retained,78,0,3,1,1800,1300
4026,Retained,74,0,3,1,3400,3400
3970,Retained,51,0,3,1,6080,6080
3965,Retained,74,0,3,1,3152,1576
4039,Retained,63,0,3,1,4700,1600
4049,Retained,50,1,3,1,0,300
3994,Retained,63,0,3,1,2556,788
4000,Retained,50,0,3,1,3152,0
4057,Retained,62,0,3,1,3000,3000
4060,Retained,74,1,3,1,0,0
4056,Retained,83,0,3,1,1576,788
4020,Retained,53,0,3,1,10520,3900
4047,Retained,68,1,3,1,2556,788
4062,Retained,50,1,3,1,3152,788
952,Retained,53,0,2,2,320,0
4048,Retained,90,1,3,2,2241,788
3967,Retained,57,1,3,2,77,0
3993,Retained,55,1,3,2,1288,0
4028,Retained,58,0,3,2,3673,788
4018,Retained,72,0,3,2,788,788
3980,Retained,75,1,3,2,788,788
4015,Retained,55,1,3,2,865,0
4013,Retained,53,0,3,2,2200,600
4012,Retained,58,0,3,2,2300,788
3996,Retained,53,0,3,2,810,0
4025,Retained,68,1,3,2,2364,788
4063,Retained,61,1,3,2,1843,1696
6345,Retained,57,0,3,1,13000,13000
6348,Retained,60,0,3,1,3800,2600
6364,Retained,52,1,3,1,800,800
8997,Retained,53,0,5,1,1500,0
5047,Retained,63,0,3,1,2000,2000
5038,Retained,61,1,3,1,2090,1200
4043,Retained,68,0,3,1,788,788
4010,Retained,67,1,3,1,1658,800
3962,Retained,57,1,3,1,1188,0
3985,Retained,58,0,3,1,1576,788
4030,Retained,62,0,3,1,1970,788
3976,Retained,66,0,3,1,1576,788
3992,Retained,69,0,3,1,2576,1576
4019,Retained,55,0,3,1,3151,788
4011,Retained,80,1,3,1,788,788
4055,Retained,53,0,3,1,340,270
4040,Retained,51,0,3,1,2526,0
4021,Retained,73,0,3,1,2656,788
4006,Retained,57,0,3,1,2474,788
4003,Retained,52,0,3,1,1188,788
6340,Retained,62,0,3,1,788,788
6344,Retained,79,0,3,1,8100,5000
3998,Retained,75,0,3,1,788,788
3982,Retained,50,0,3,1,2376,0
4014,Retained,59,0,3,1,1969,788
3999,Retained,62,0,3,1,788,788
3955,Retained,51,1,3,1,1100,700
3986,Retained,52,0,3,1,919,800
4017,Retained,55,0,3,1,890,0
4022,Retained,81,0,3,1,2476,2476
4042,Retained,61,0,3,1,1776,788
3997,Retained,58,0,3,1,1307,788
4023,Retained,60,0,3,1,1450,0
6347,Retained,62,1,3,1,0,0
6350,Retained,58,0,3,1,1600,0
6339,Retained,73,0,3,1,4788,788
6346,Retained,66,0,3,1,1000,0
6342,Retained,77,0,3,1,788,788
2521,Retained,59,0,2,1,3076,2288
2517,Retained,55,0,2,1,200,0
2430,Retained,53,0,2,1,512,0
2485,Retained,65,0,2,1,788,788
2426,Retained,62,0,2,1,788,788
2442,Retained,59,1,2,1,812,700
2433,Retained,57,0,2,1,2120,1460
2479,Retained,77,0,2,1,1500,1500
2431,Retained,50,1,2,1,900,900
2447,Retained,61,0,2,1,788,788
2434,Retained,67,1,2,1,0,0
2440,Retained,65,0,2,1,2488,1000
2505,Retained,57,1,2,1,788,0
2423,Retained,53,1,2,1,1200,1200
2472,Retained,51,1,2,1,300,300
2471,Retained,68,0,2,1,1138,1138
2480,Retained,72,0,2,1,1576,788
2458,Retained,70,1,2,1,1182,788
2518,Retained,72,0,2,1,1100,1100
2512,Retained,76,1,2,1,1555,1305
2436,Retained,65,0,2,1,1576,788
7776,Retained,51,1,4,1,5580,4700
4858,Retained,52,0,3,1,1980,1100
4763,Retained,54,0,3,1,1380,880
7738,Retained,60,1,4,1,6030,2650
7617,Retained,62,1,4,1,4880,2700
7723,Retained,55,0,4,1,4461,880
2452,Retained,61,0,2,1,788,0
2503,Retained,67,0,2,1,788,788
2450,Retained,56,0,2,1,788,788
2451,Retained,52,0,2,1,0,0
2441,Retained,59,0,2,1,900,900
2490,Retained,51,0,2,1,1412,400
2428,Retained,72,0,2,1,0,0
2443,Retained,65,0,2,1,2364,788
2432,Retained,62,1,2,1,788,0
2468,Retained,64,0,2,1,788,788
2464,Retained,77,0,2,1,788,788
2444,Retained,52,1,2,1,1969,0
2884,Retained,105,0,2,1,5180,1070
2896,Retained,61,1,2,1,0,0
2894,Retained,73,1,2,1,3588,2800
2520,Retained,59,0,2,1,394,0
2494,Retained,75,0,2,1,788,788
2519,Retained,82,0,2,1,1182,788
2483,Retained,69,0,2,1,1576,788
2511,Retained,73,0,2,1,394,394
2439,Retained,82,0,2,1,1576,788
2467,Retained,61,1,2,1,920,920
2425,Retained,65,1,2,1,1576,788
2469,Retained,77,0,2,1,988,988
2510,Retained,78,0,2,1,1608,804
2448,Retained,70,0,2,1,1688,788
2489,Retained,82,1,2,1,1576,788
7657,Retained,50,1,4,1,5360,1200
7671,Retained,54,0,4,1,3041,2061
7757,Retained,54,1,4,1,1880,880
7627,Retained,52,1,4,1,5320,4120
2429,Retained,50,1,2,1,5728,820
2454,Retained,60,0,2,1,2757,788
2457,Retained,50,0,2,1,2388,0
2463,Retained,72,0,2,1,1726,788
2478,Retained,61,0,2,1,2758,500
2449,Retained,87,0,2,1,788,788
2493,Retained,57,0,2,1,1969,0
2523,Retained,65,0,2,1,788,0
2470,Retained,61,0,2,1,788,788
2455,Retained,66,0,2,1,1865,788
2515,Retained,55,1,2,1,788,0
2466,Retained,80,0,2,1,2758,1470
2445,Retained,83,1,2,1,1576,788
2508,Retained,63,1,2,1,788,788
2427,Retained,74,0,2,1,2388,788
2446,Retained,89,0,2,1,2758,788
2435,Retained,68,0,2,1,2058,788
2495,Retained,64,1,2,1,788,788
2514,Retained,67,1,2,1,2364,788
2504,Retained,75,0,2,1,1576,788
2499,Retained,58,0,2,1,1238,788
2486,Retained,69,0,2,1,788,788
2438,Retained,70,0,2,1,788,788
2487,Retained,69,0,2,1,970,788
2437,Retained,57,0,2,1,1576,0
2498,Retained,68,0,2,1,788,788
2465,Retained,54,0,2,1,788,788
2500,Retained,70,1,2,1,1576,788
2484,Retained,50,0,2,1,1576,0
7646,Retained,51,1,4,1,4960,3200
7740,Retained,53,1,4,1,2560,800
7735,Retained,55,1,4,1,7500,2200
7648,Retained,53,1,4,1,4000,2000
7643,Retained,53,1,4,1,6700,5500
7805,Retained,51,1,4,1,13600,11000
2461,Retained,70,0,2,1,4380,2780
2456,Retained,62,1,2,1,1575,0
2497,Retained,56,0,2,1,1382,1182
2473,Retained,55,1,2,1,1500,1500
2502,Retained,51,0,2,1,2888,800
2477,Retained,84,1,2,1,1088,1088
2491,Retained,80,0,2,1,1576,788
2513,Retained,77,0,2,1,1188,788
2496,Retained,65,0,2,1,788,788
2476,Retained,53,1,2,1,4800,3800
2474,Retained,61,1,2,1,0,0
2481,Retained,50,0,2,1,1575,0
2507,Retained,75,0,2,1,2888,788
2424,Retained,77,1,2,1,2888,1300
7662,Retained,55,1,4,1,3020,2140
7596,Retained,52,1,4,1,4700,2200
2506,Retained,90,0,2,1,15500,15500
2462,Retained,77,1,2,1,2050,880
2501,Retained,64,0,2,1,4088,788
2459,Retained,74,1,2,1,1888,1100
2475,Retained,72,0,2,1,3564,788
2488,Retained,66,0,2,1,3800,1500
2516,Retained,72,0,2,1,1788,1788
2522,Retained,64,0,2,1,1988,788
2460,Retained,73,1,2,1,1576,788
2492,Retained,74,0,2,1,1576,788
2482,Retained,61,0,2,1,2148,1100
2509,Retained,51,0,2,1,900,0
2453,Retained,53,0,2,1,1788,1000
2880,Retained,70,1,2,1,0,0
2879,Retained,52,0,2,1,350,0
2875,Retained,64,1,2,1,0,0
2877,Retained,68,0,2,1,3447,1317
2872,Retained,63,0,2,1,2757,0
2874,Retained,57,0,2,1,800,800
2867,Retained,63,0,2,1,1576,0
8856,Retained,66,1,5,1,4350,650
2871,Retained,62,0,2,1,788,788
2878,Retained,57,0,2,1,2363,1181
2876,Retained,82,1,2,1,2757,788
2953,Retained,68,1,2,1,2757,1181
7786,Retained,63,1,4,1,29800,9800
7720,Retained,54,0,4,1,2720,2320
7794,Retained,53,0,4,1,940,940
7798,Retained,55,0,4,1,16500,5500
2918,Retained,76,0,2,1,788,788
2926,Retained,59,1,2,1,3376,1800
2924,Retained,86,0,2,1,2299,750
2923,Retained,52,0,2,1,2630,780
2916,Retained,59,1,2,1,7880,7880
2925,Retained,57,1,2,1,2188,1400
1788,Retained,51,1,2,1,11000,9000
2922,Retained,58,0,2,1,7000,3000
2919,Retained,77,0,2,1,788,788
9024,Retained,57,1,5,1,880,0
2920,Retained,87,1,2,1,2864,788
7751,Retained,51,1,4,1,1400,0
7611,Retained,57,1,4,1,1880,1000
2917,Retained,73,1,2,1,1888,0
2938,Retained,73,1,2,1,3464,788
2927,Retained,52,0,2,1,1200,0
2934,Retained,53,0,2,1,500,100
2928,Retained,75,0,2,1,1639,850
2940,Retained,71,1,2,1,788,788
2936,Retained,54,1,2,1,1388,600
2932,Retained,51,0,2,1,1588,788
8987,Retained,63,1,5,1,5000,1000
2931,Retained,50,0,2,1,788,788
2929,Retained,52,0,2,1,1562,788
2935,Retained,59,0,2,1,1760,60
2933,Retained,71,0,2,1,1576,788
2939,Retained,50,0,2,1,1639,0
2930,Retained,58,1,2,1,1200,1200
2937,Retained,64,0,2,1,788,0
5774,Retained,51,1,3,1,3320,2320
8961,Retained,55,0,5,1,200,0
2949,Retained,77,0,2,1,2076,788
2904,Retained,53,0,2,1,1148,360
2950,Retained,58,0,2,1,1656,788
2945,Retained,51,0,2,1,173,0
2952,Retained,65,0,2,1,788,0
2943,Retained,54,0,2,1,2671,0
2948,Retained,57,0,2,1,900,0
2946,Retained,53,0,2,1,0,0
2947,Retained,51,0,2,1,2444,0
2944,Retained,77,0,2,1,800,800
2951,Retained,53,1,2,1,870,800
2941,Retained,50,0,2,1,888,100
2942,Retained,55,0,2,1,2076,500
2897,Retained,50,1,2,1,788,0
2903,Retained,78,0,2,1,1148,788
2893,Retained,74,0,2,1,1776,788
2886,Retained,91,0,2,1,788,788
2887,Retained,81,0,2,1,5180,2500
2895,Retained,83,0,2,1,5200,1800
2892,Retained,80,0,2,1,1576,788
2885,Retained,71,0,2,1,1038,788
2882,Retained,69,0,2,1,3588,788
2898,Retained,80,0,2,1,788,788
2891,Retained,69,0,2,1,3400,3400
2889,Retained,56,0,2,1,9400,8400
2890,Retained,70,0,2,1,2088,788
2883,Retained,65,0,2,1,9182,0
2888,Retained,61,0,2,1,788,788
9059,Retained,54,1,5,1,1920,1920
9060,Retained,52,1,5,1,1400,1400
2870,Retained,59,0,2,1,1576,788
2869,Retained,74,1,2,1,788,788
2899,Retained,50,0,2,1,788,0
2881,Retained,62,0,2,1,2363,788
2868,Retained,61,0,2,1,1576,788
547,Retained,61,0,1,1,2600,0
7807,Retained,54,1,4,1,6380,4380
7703,Retained,51,1,4,1,5760,2000
7688,Retained,51,0,4,1,2761,700
7727,Retained,62,1,4,1,3750,1400
7796,Retained,57,1,4,1,9630,7830
2902,Retained,66,0,2,1,1381,1381
2915,Retained,67,0,2,1,789,789
2905,Retained,59,0,2,1,400,400
2911,Retained,56,0,2,1,100,0
2910,Retained,85,0,2,1,788,788
2907,Retained,57,0,2,1,788,0
2908,Retained,58,1,2,1,4288,2800
2909,Retained,53,1,2,1,1575,394
2906,Retained,60,0,2,1,1800,1800
2912,Retained,80,0,2,1,1593,789
2914,Retained,54,0,2,1,1969,0
2900,Retained,54,0,2,1,1159,70
8860,Retained,54,0,5,1,5000,1500
